Id,Response
949,0
951,0
955,0
960,0
961,0
967,0
968,0
970,0
973,0
974,0
975,0
976,0
977,0
980,0
985,0
987,0
989,0
990,0
994,0
995,0
996,0
997,0
999,0
1002,0
1003,0
1005,0
1006,0
1007,0
1017,0
1019,0
1021,0
1022,0
1023,0
1025,0
1026,0
1027,0
1030,0
1032,0
1034,0
1036,0
1040,0
1041,0
1043,0
1044,0
1046,0
1048,0
1049,0
1050,0
1053,1
1054,0
1055,0
1059,0
1061,0
1062,0
1063,0
1064,0
1066,0
1067,0
1069,0
1070,0
1076,0
1078,0
1080,0
1082,0
1083,0
1084,0
1097,0
1098,0
1099,0
1101,0
1102,0
1104,0
1106,0
1108,0
1112,0
1113,0
1115,0
1117,0
1118,0
1119,0
1124,0
1126,0
1127,0
1130,0
1132,0
1133,0
1138,0
1139,0
1140,0
1141,0
1142,0
1143,0
1144,0
1145,0
1146,0
1147,0
1150,0
1153,0
1155,0
1158,0
1160,0
1167,0
1168,0
1171,0
1172,0
1178,0
1180,0
1182,0
1184,0
1185,0
1186,0
1190,0
1191,0
1194,0
1195,0
1197,0
1198,0
1202,0
1207,0
1209,0
1210,0
1212,0
1213,0
1214,0
1215,0
1216,0
1217,0
1218,0
1219,0
1221,0
1222,0
1223,0
1225,0
1228,0
1230,0
1233,0
1234,0
1235,0
1237,0
1239,0
1246,0
1248,0
1250,1
1251,0
1252,0
1255,0
1256,0
1270,0
1274,0
1275,0
1276,0
1277,0
1283,0
1284,0
1285,0
1288,0
1291,0
1292,0
1293,0
1294,0
1296,0
1298,0
1300,0
1302,0
1304,0
1306,0
1307,0
1308,0
1310,0
1311,0
1312,0
1313,0
1318,0
1320,0
1322,0
1323,0
1325,0
1326,0
1327,0
1329,0
1331,0
1332,0
1333,0
1334,0
1335,0
1336,0
1337,0
1342,0
1346,0
1349,0
1350,1
1351,0
1356,0
1358,0
1359,0
1360,0
1361,0
1362,0
1366,0
1368,0
1370,0
1373,0
1375,0
1379,0
1380,0
1381,0
1382,0
1384,0
1385,0
1387,0
1388,0
1389,0
1390,0
1391,0
1392,0
1406,0
1407,0
1410,0
1411,0
1412,0
1414,0
1415,0
1419,0
1421,0
1423,0
1425,0
1426,0
1429,0
1432,0
1438,0
1442,0
1445,0
1446,0
1447,0
1450,0
1451,0
1453,0
1454,0
1455,0
1456,0
1461,0
1463,0
1464,0
1468,0
1473,0
1476,0
1481,0
1482,0
1483,0
1487,0
1492,0
1493,0
1499,0
1500,0
1502,0
1503,0
1506,0
1508,0
1511,0
1513,0
1516,0
1517,0
1520,0
1521,0
1526,0
1538,0
1539,0
1541,0
1542,0
1544,0
1545,0
1546,0
1548,0
1549,0
1550,0
1552,0
1553,0
1555,0
1557,0
1558,0
1560,0
1561,0
1563,0
1566,0
1579,0
1586,0
1588,0
1589,0
1590,0
1595,0
1597,0
1598,0
1599,0
1600,0
1601,0
1603,0
1604,0
1606,0
1609,0
1611,0
1612,0
1614,0
1615,0
1616,0
1617,0
1618,0
1619,0
1620,0
1623,0
1624,0
1625,0
1627,0
1628,0
1629,0
1630,0
1631,0
1633,0
1634,0
1635,0
1640,0
1641,0
1642,0
1643,0
1644,0
1645,0
1649,0
1650,0
1652,0
1653,0
1655,0
1656,0
1660,0
1661,0
1663,0
1666,0
1669,0
1671,0
1672,0
1675,0
1677,0
1679,0
1681,0
1685,0
1690,0
1691,0
1693,0
1695,0
1697,0
1698,0
1700,0
1701,0
1702,0
1703,0
1704,0
1705,0
1707,0
1708,0
1709,0
1712,0
1714,0
1715,0
1716,0
1720,0
1723,0
1724,0
1725,0
1726,0
1727,0
1729,0
1733,0
1737,0
1739,0
1740,0
1741,0
1744,0
1745,0
1746,0
1748,0
1750,0
1751,0
1752,0
1753,0
1757,0
1758,0
1768,0
1769,0
1773,0
1775,0
1778,0
1779,0
1781,0
1784,0
1786,0
1787,0
1790,0
1792,0
1793,1
1794,0
1797,0
1800,0
1801,0
1804,0
1808,0
1809,0
1812,0
1816,0
1817,0
1821,0
1823,0
1830,0
1832,0
1834,0
1835,0
1836,0
1838,0
1840,0
1842,0
1847,0
1848,0
1850,0
1852,0
1853,0
1861,0
1866,0
1867,0
1870,0
1871,0
1873,0
1876,0
1877,0
1878,0
1879,0
1881,0
1887,0
1888,0
1890,0
1893,0
1895,0
1897,0
1902,0
1903,0
1904,0
1907,0
1910,0
1911,0
1912,0
1913,0
1914,0
1915,0
1916,0
1918,0
1921,0
1924,0
1927,0
1928,0
1932,0
1934,0
1936,0
1937,0
1938,0
1942,0
1945,0
1948,0
1949,0
1951,0
1952,0
1953,0
1955,0
1956,0
1961,0
1964,0
1967,0
1971,0
1972,0
1973,0
1975,0
1976,0
1980,0
1987,0
1990,0
1993,0
1995,0
1998,0
1999,0
2000,0
2004,0
2006,0
2007,0
2009,0
2012,0
2016,0
2019,0
2020,0
2021,0
2023,0
2024,0
2026,0
2027,0
2034,0
2036,0
2037,0
2040,0
2041,0
2043,0
2044,0
2046,0
2050,0
2053,0
2055,0
2059,0
2060,0
2061,0
2062,0
2063,0
2065,0
2069,0
2072,0
2074,0
2075,0
2078,0
2079,0
2082,0
2085,0
2090,0
2096,0
2097,0
2098,0
2099,0
2100,0
2101,0
2103,0
2104,0
2106,0
2107,0
2110,0
2114,0
2116,0
2120,0
2122,0
2123,0
2124,0
2126,0
2127,0
2128,0
2131,0
2132,0
2133,0
2135,0
2139,0
2140,0
2141,0
2143,0
2145,0
2146,0
2148,0
2149,0
2150,0
2151,0
2152,0
2153,0
2155,0
2157,0
2160,0
2162,0
2163,0
2164,0
2165,0
2166,0
2168,0
2169,0
2171,0
2172,0
2175,0
2176,0
2178,0
2179,0
2181,0
2184,0
2188,0
2189,0
2191,0
2192,0
2193,0
2194,0
2195,0
2196,0
2198,0
2202,0
2203,0
2204,0
2205,0
2206,0
2208,0
2209,0
2214,0
2218,0
2221,0
2222,0
2224,0
2225,0
2227,0
2228,0
2229,0
2230,0
2232,0
2233,0
2235,0
2236,0
2237,0
2238,0
2240,0
2241,0
2243,0
2245,0
2246,0
2247,0
2248,0
2249,0
2251,0
2252,0
2257,0
2259,0
2260,0
2263,0
2270,0
2271,0
2273,0
2274,0
2278,0
2279,0
2280,0
2282,0
2287,0
2290,0
2294,0
2298,0
2299,0
2300,0
2301,0
2302,0
2304,0
2308,0
2309,0
2310,0
2311,0
2312,0
2313,0
2314,0
2318,0
2321,0
2322,0
2328,0
2331,0
2332,0
2334,0
2339,0
2340,0
2342,0
2343,0
2344,0
2346,0
2347,1
2348,0
2349,0
2350,0
2353,0
2357,0
2358,0
2360,0
2363,0
2364,0
2366,0
2368,0
2369,0
2370,0
2371,0
2372,0
2374,0
2378,0
2380,0
2384,0
2385,0
2386,0
2388,0
2389,0
2391,0
2392,0
2393,0
2394,0
2395,0
2396,0
2398,0
2400,0
2402,0
2403,0
2405,0
2406,0
2410,0
2411,0
2412,0
2414,0
2416,0
2419,0
2421,0
2423,0
2425,0
2426,0
2429,0
2431,0
2432,0
2438,0
2440,0
2441,0
2443,0
2444,0
2445,0
2447,0
2452,0
2453,0
2454,0
2458,0
2460,0
2461,0
2462,0
2463,0
2465,0
2466,0
2470,0
2472,0
2473,0
2474,0
2481,0
2484,0
2485,0
2487,0
2488,0
2489,0
2493,0
2495,0
2496,0
2499,0
2500,0
2501,0
2502,0
2504,0
2505,0
2510,0
2511,0
2512,0
2513,0
2514,0
2516,0
2518,0
2520,0
2521,0
2523,0
2525,0
2526,0
2527,0
2528,0
2533,0
2534,0
2540,0
2542,0
2543,0
2545,0
2547,0
2548,0
2550,0
2551,0
2553,0
2557,0
2558,0
2559,0
2560,0
2561,0
2563,0
2564,0
2565,0
2569,0
2571,0
2572,0
2574,0
2575,0
2583,0
2584,0
2585,0
2589,0
2590,0
2591,0
2592,0
2594,0
2596,0
2597,0
2598,0
2600,0
2604,0
2605,0
2606,0
2607,0
2609,0
2610,0
2611,0
2615,0
2616,0
2621,0
2623,0
2624,0
2627,0
2628,0
2630,0
2631,0
2633,0
2635,0
2636,0
2638,0
2639,0
2640,0
2648,0
2649,0
2654,0
2655,0
2657,0
2660,0
2662,0
2666,0
2668,0
2669,0
2670,0
2671,0
2673,0
2674,0
2677,0
2679,0
2681,0
2685,0
2691,0
2692,0
2693,0
2694,0
2697,0
2698,0
2703,0
2704,0
2706,0
2707,0
2709,0
2710,0
2712,0
2719,0
2720,0
2722,0
2723,0
2724,0
2725,0
2729,0
2732,0
2735,0
2739,0
2742,0
2745,0
2746,0
2748,0
2749,0
2751,0
2753,0
2754,0
2755,0
2756,0
2758,0
2762,0
2769,0
2774,0
2775,0
2776,0
2777,0
2778,0
2780,0
2781,0
2782,0
2784,0
2785,0
2788,0
2791,0
2794,0
2796,0
2797,0
2798,0
2799,0
2801,0
2802,0
2805,0
2808,0
2809,0
2810,0
2812,0
2813,0
2814,0
2815,0
2818,0
2819,0
2820,0
2823,0
2824,0
2829,0
2831,0
2833,0
2834,0
2837,0
2838,0
2841,0
2844,0
2845,0
2846,0
2852,0
2853,0
2854,0
2857,0
2859,0
2860,0
2861,0
2863,0
2865,0
2867,0
2868,0
2869,0
2870,0
2873,0
2876,0
2878,0
2880,0
2882,0
2884,0
2888,0
2890,0
2891,0
2892,0
2897,0
2898,0
2899,0
2900,0
2901,0
2905,0
2907,0
2909,0
2910,0
2911,0
2912,0
2915,0
2920,0
2921,0
2925,0
2926,0
2927,0
2928,0
2932,0
2934,0
2935,0
2937,0
2939,0
2940,0
2942,0
2943,0
2949,0
2952,0
2953,0
2956,0
2959,0
2964,0
2965,0
2967,0
2968,0
2969,0
2973,0
2974,0
2977,0
2978,0
2979,0
2984,0
2986,0
2987,0
2989,0
2990,0
2992,0
2993,0
2994,0
2997,0
2998,0
2999,0
3001,0
3002,0
3003,0
3005,0
3006,0
3009,0
3010,0
3011,0
3013,0
3014,0
3016,0
3022,0
3025,0
3026,0
3028,0
3031,0
3035,0
3036,0
3038,0
3040,0
3043,0
3044,0
3045,0
3048,0
3049,0
3050,0
3053,0
3054,0
3055,0
3058,0
3064,0
3071,0
3072,0
3073,0
3074,0
3075,0
3078,0
3081,0
3082,0
3084,0
3085,0
3091,0
3097,0
3104,0
3106,0
3109,0
3112,0
3114,0
3115,0
3116,0
3117,0
3118,0
3120,0
3121,0
3122,0
3125,0
3128,0
3129,0
3130,0
3135,0
3138,0
3139,0
3140,0
3142,0
3143,0
3149,0
3153,0
3154,0
3155,0
3156,0
3158,0
3162,0
3163,0
3164,0
3167,0
3170,0
3171,0
3175,0
3176,0
3178,0
3180,0
3181,0
3182,0
3184,0
3185,0
3186,0
3187,0
3191,0
3194,0
3195,0
3197,0
3198,0
3199,0
3201,0
3202,0
3203,0
3204,0
3205,0
3207,0
3208,0
3209,0
3211,0
3212,0
3213,0
3214,0
3215,0
3216,0
3218,0
3220,0
3221,0
3222,0
3224,0
3226,0
3228,0
3230,0
3232,0
3234,0
3235,0
3239,0
3240,0
3243,0
3244,0
3248,0
3251,0
3252,0
3255,0
3257,0
3262,0
3265,0
3267,0
3268,0
3270,0
3271,0
3272,0
3276,0
3277,0
3279,0
3285,0
3286,0
3287,0
3289,0
3297,0
3298,0
3299,0
3301,0
3302,0
3303,0
3306,0
3307,0
3309,0
3310,0
3312,0
3313,0
3314,0
3315,0
3316,0
3317,0
3320,0
3324,0
3325,0
3327,0
3329,0
3330,0
3333,0
3334,0
3335,0
3345,0
3346,0
3348,0
3349,0
3352,0
3353,0
3359,0
3360,0
3361,0
3364,0
3365,0
3367,0
3370,0
3371,0
3374,0
3375,0
3377,0
3378,0
3385,0
3387,0
3388,0
3392,0
3393,0
3395,0
3396,0
3397,0
3398,0
3399,0
3401,0
3403,0
3407,0
3409,0
3410,0
3411,0
3419,0
3420,0
3421,0
3422,0
3423,0
3424,0
3426,0
3428,0
3429,0
3430,0
3434,0
3441,0
3445,0
3448,0
3451,0
3453,0
3454,0
3457,0
3458,0
3459,0
3460,0
3462,0
3464,0
3466,0
3469,0
3470,0
3471,0
3472,0
3474,0
3476,0
3481,0
3483,0
3484,0
3485,0
3487,0
3488,0
3492,0
3494,0
3500,0
3501,0
3502,0
3506,0
3511,0
3512,0
3513,0
3517,0
3518,0
3519,0
3521,0
3522,0
3523,0
3527,1
3530,0
3532,0
3533,0
3538,0
3542,0
3545,0
3546,0
3550,0
3551,0
3552,0
3554,0
3558,0
3559,0
3560,0
3562,0
3564,0
3565,0
3568,0
3569,0
3572,0
3574,0
3575,0
3579,0
3580,0
3582,0
3583,0
3584,0
3585,1
3588,0
3589,0
3591,0
3592,0
3597,0
3598,0
3599,0
3603,0
3604,0
3606,0
3608,0
3610,0
3612,0
3613,0
3617,0
3619,0
3621,0
3622,0
3623,0
3624,0
3625,0
3627,0
3628,0
3629,0
3630,0
3631,0
3632,0
3634,0
3635,0
3636,0
3639,0
3640,0
3643,0
3644,0
3648,0
3649,0
3654,0
3666,0
3667,0
3669,0
3670,0
3671,0
3672,0
3674,0
3677,0
3679,0
3680,0
3683,0
3685,0
3689,0
3692,0
3693,0
3694,0
3695,0
3697,0
3698,0
3700,0
3701,0
3702,0
3704,0
3705,0
3706,0
3707,0
3708,0
3710,0
3715,0
3716,0
3720,0
3721,0
3722,0
3725,0
3728,0
3729,0
3730,0
3734,0
3736,0
3737,0
3739,0
3741,0
3742,0
3743,0
3744,0
3749,0
3750,0
3752,0
3757,0
3759,0
3761,0
3762,0
3763,0
3764,0
3766,0
3768,0
3769,0
3771,0
3772,0
3774,0
3775,0
3776,0
3777,0
3784,0
3785,0
3787,0
3789,0
3793,0
3799,0
3800,0
3801,0
3804,0
3806,0
3807,0
3808,0
3813,0
3815,0
3817,0
3819,0
3825,0
3826,0
3827,0
3828,0
3829,0
3830,0
3831,0
3835,0
3836,0
3837,0
3840,0
3841,0
3843,0
3844,0
3846,0
3848,0
3851,0
3855,0
3857,0
3859,0
3860,0
3861,0
3863,0
3865,0
3867,0
3868,0
3874,0
3875,0
3876,0
3877,0
3879,0
3880,0
3881,0
3883,0
3885,0
3886,0
3888,0
3891,0
3892,0
3893,0
3894,0
3895,0
3897,0
3899,0
3902,0
3904,0
3906,0
3908,0
3911,0
3913,0
3914,0
3916,0
3919,0
3923,0
3926,0
3927,0
3928,0
3932,0
3933,0
3935,0
3936,0
3937,0
3938,0
3939,0
3940,0
3941,0
3943,0
3944,0
3945,0
3948,0
3949,0
3951,0
3957,0
3959,0
3961,0
3964,0
3966,0
3967,0
3968,0
3969,0
3970,0
3971,0
3977,0
3980,0
3981,0
3982,0
3983,0
3984,0
3986,0
3989,0
3990,0
3992,0
3994,0
3996,0
3997,0
3998,0
3999,0
4005,0
4006,0
4007,0
4009,0
4010,0
4011,0
4015,0
4016,0
4017,0
4020,0
4021,0
4022,0
4024,0
4026,0
4029,0
4032,0
4033,0
4034,0
4036,0
4038,0
4039,0
4042,0
4043,0
4046,0
4049,0
4052,0
4055,0
4057,0
4058,0
4060,0
4061,0
4062,0
4064,0
4065,0
4066,0
4068,0
4069,0
4070,0
4073,0
4077,0
4078,0
4083,0
4084,0
4085,0
4087,0
4088,0
4090,0
4091,0
4093,0
4094,0
4096,0
4098,0
4100,0
4101,0
4103,0
4104,1
4105,0
4106,0
4107,0
4108,0
4110,0
4113,0
4114,0
4115,0
4116,0
4117,0
4118,0
4119,0
4120,0
4123,0
4125,0
4126,0
4129,0
4131,0
4132,0
4136,0
4137,0
4141,0
4142,0
4145,0
4149,0
4150,0
4151,0
4153,0
4156,0
4164,0
4166,0
4169,0
4170,0
4171,0
4176,0
4177,0
4179,0
4182,0
4186,0
4188,0
4194,0
4196,0
4197,0
4198,0
4200,0
4202,0
4205,0
4208,0
4209,0
4211,0
4212,0
4213,0
4215,0
4218,0
4222,0
4224,0
4225,0
4226,0
4227,0
4229,0
4230,0
4231,0
4233,0
4234,0
4237,0
4240,0
4243,0
4244,0
4247,0
4248,0
4250,0
4251,0
4252,0
4254,0
4255,0
4257,0
4259,0
4260,0
4261,0
4263,0
4264,0
4265,0
4266,0
4267,0
4269,0
4271,0
4273,0
4274,0
4278,0
4279,0
4280,0
4282,0
4285,0
4286,0
4287,0
4288,0
4289,0
4290,0
4291,0
4292,0
4293,0
4296,0
4297,0
4299,0
4300,0
4301,0
4302,0
4306,0
4308,0
4310,0
4311,0
4312,0
4313,0
4315,0
4316,0
4317,0
4319,0
4320,0
4322,0
4324,0
4329,0
4332,0
4334,0
4335,0
4336,0
4338,0
4343,0
4345,0
4347,0
4350,0
4352,0
4355,0
4358,0
4359,0
4360,0
4361,0
4362,0
4363,0
4365,0
4366,0
4368,0
4370,0
4372,0
4373,0
4377,0
4380,0
4382,0
4384,0
4387,0
4390,0
4391,0
4392,0
4396,0
4397,0
4399,0
4403,0
4404,0
4406,0
4408,0
4410,0
4413,0
4415,0
4416,0
4417,0
4418,0
4419,0
4420,0
4421,0
4422,0
4425,0
4426,0
4427,0
4429,0
4430,0
4431,0
4432,0
4433,0
4435,0
4438,0
4440,0
4442,0
4443,0
4444,0
4445,0
4446,0
4447,0
4452,0
4453,0
4455,0
4456,0
4458,0
4460,0
4463,0
4466,0
4469,0
4472,0
4473,0
4474,0
4475,0
4476,0
4478,0
4480,0
4481,0
4484,0
4487,0
4488,0
4494,0
4495,0
4496,0
4497,0
4499,0
4501,0
4506,0
4508,0
4509,0
4512,0
4514,0
4518,0
4521,0
4523,0
4524,0
4528,0
4529,0
4531,0
4535,0
4536,0
4537,0
4538,0
4541,0
4542,0
4544,0
4547,0
4551,0
4555,0
4558,0
4559,0
4560,0
4561,0
4565,0
4566,0
4568,0
4573,0
4575,0
4577,0
4579,0
4583,0
4587,0
4589,0
4591,0
4595,0
4596,0
4597,0
4599,0
4602,0
4603,0
4605,0
4606,0
4609,0
4613,0
4615,0
4616,0
4617,0
4621,0
4622,0
4623,0
4627,0
4628,0
4629,0
4630,0
4631,0
4633,0
4635,0
4637,0
4639,0
4640,0
4641,0
4644,0
4649,0
4650,0
4651,0
4653,0
4654,0
4657,0
4658,0
4666,0
4668,0
4672,0
4674,0
4675,0
4676,0
4677,0
4678,0
4679,0
4680,0
4681,0
4683,0
4686,0
4687,0
4688,0
4689,0
4690,0
4691,0
4692,0
4695,0
4699,0
4702,0
4708,0
4709,0
4710,0
4711,0
4712,0
4713,0
4714,0
4715,0
4718,0
4719,0
4721,0
4722,0
4723,0
4724,0
4726,0
4728,0
4729,0
4730,0
4732,0
4733,0
4734,0
4736,0
4737,0
4739,0
4746,0
4750,0
4751,0
4755,0
4756,0
4757,0
4761,0
4762,0
4765,0
4767,0
4768,0
4771,0
4772,0
4773,0
4774,0
4775,0
4776,0
4781,0
4783,0
4784,0
4785,0
4786,0
4787,0
4792,0
4794,0
4795,0
4797,0
4802,0
4803,0
4804,0
4806,0
4807,0
4809,0
4811,0
4814,0
4816,0
4825,0
4827,0
4828,0
4829,0
4832,0
4833,0
4839,0
4840,0
4841,0
4842,0
4843,0
4845,0
4846,0
4848,0
4855,0
4858,0
4860,0
4862,0
4863,0
4864,0
4866,0
4869,0
4870,0
4873,0
4875,0
4876,0
4877,0
4878,0
4880,0
4883,0
4891,0
4895,0
4896,0
4897,0
4898,0
4899,0
4903,0
4904,0
4906,0
4907,0
4909,0
4910,0
4911,0
4916,0
4917,0
4918,0
4919,0
4921,0
4922,0
4923,0
4930,0
4931,0
4932,0
4933,0
4935,0
4939,0
4940,0
4941,0
4943,0
4945,0
4946,0
4949,0
4953,0
4956,0
4957,0
4958,0
4960,0
4961,0
4964,0
4965,0
4969,0
4973,0
4974,0
4975,0
4978,1
4980,0
4981,0
4984,0
4987,0
4988,0
4992,0
4994,0
4995,0
4996,0
4998,1
5001,0
5002,0
5003,0
5008,0
5010,0
5011,0
5012,0
5014,0
5015,0
5017,1
5018,1
5019,0
5020,0
5022,0
5023,0
5025,0
5026,0
5030,0
5031,0
5034,0
5036,0
5037,0
5038,0
5039,0
5040,0
5041,0
5042,0
5043,0
5044,0
5046,0
5049,0
5050,0
5051,0
5054,0
5056,0
5057,0
5058,0
5062,0
5063,0
5065,0
5067,0
5068,0
5069,0
5070,0
5072,0
5073,0
5076,0
5082,0
5085,0
5087,0
5089,0
5090,0
5091,0
5093,0
5094,0
5097,0
5101,0
5102,0
5104,0
5105,0
5107,0
5109,0
5113,0
5114,0
5118,0
5119,0
5123,0
5130,0
5131,0
5132,0
5136,0
5137,0
5138,0
5139,0
5141,0
5143,0
5144,0
5148,0
5149,0
5150,0
5151,0
5154,0
5158,0
5162,0
5164,0
5169,0
5171,0
5172,0
5173,0
5174,0
5177,1
5178,1
5179,1
5181,0
5182,0
5183,0
5184,0
5185,0
5186,0
5187,0
5189,0
5191,0
5195,0
5196,0
5198,0
5199,0
5200,0
5201,0
5202,0
5203,0
5208,0
5209,0
5211,0
5212,0
5214,0
5216,0
5218,0
5220,0
5224,0
5227,0
5229,0
5231,0
5232,0
5234,0
5235,0
5237,0
5238,0
5240,0
5241,0
5242,0
5243,0
5244,0
5245,0
5246,0
5250,0
5251,0
5256,0
5257,0
5258,0
5259,0
5261,0
5263,0
5266,0
5267,0
5269,0
5270,0
5273,0
5275,0
5276,0
5277,0
5280,0
5281,0
5282,0
5287,0
5290,0
5291,0
5292,0
5293,0
5294,0
5296,0
5298,0
5299,0
5301,0
5304,0
5307,0
5308,0
5309,0
5312,0
5318,0
5320,0
5321,0
5323,0
5324,0
5326,0
5329,0
5333,0
5334,0
5335,0
5336,0
5339,0
5340,0
5341,0
5342,0
5346,0
5348,0
5349,0
5350,0
5354,0
5355,0
5358,0
5360,0
5362,0
5364,0
5366,0
5369,0
5371,0
5372,0
5373,0
5374,0
5377,0
5378,0
5379,0
5380,0
5385,0
5386,0
5387,0
5390,0
5391,0
5393,0
5395,0
5396,0
5397,0
5398,0
5399,0
5401,0
5407,0
5410,0
5413,0
5415,0
5416,0
5419,0
5421,0
5422,0
5423,0
5425,0
5427,0
5428,0
5430,0
5431,0
5436,0
5437,0
5439,0
5440,0
5447,0
5449,0
5451,0
5452,0
5457,0
5459,0
5461,0
5464,0
5465,0
5466,0
5468,0
5471,0
5474,0
5475,0
5476,0
5479,0
5480,0
5482,0
5483,0
5485,0
5488,0
5489,0
5490,0
5491,0
5492,0
5493,0
5494,0
5499,0
5500,0
5501,0
5502,0
5503,0
5507,0
5508,0
5509,0
5511,0
5512,0
5515,0
5516,0
5517,0
5518,0
5519,0
5520,0
5521,0
5522,0
5523,0
5524,0
5525,0
5526,0
5530,0
5532,0
5534,0
5537,0
5541,0
5542,0
5544,0
5545,0
5547,0
5550,0
5552,0
5553,0
5554,0
5558,0
5560,0
5562,0
5566,0
5567,0
5568,0
5569,0
5570,0
5573,0
5577,0
5578,0
5579,0
5582,0
5583,0
5585,0
5586,0
5587,0
5589,0
5590,0
5591,0
5592,0
5593,0
5594,0
5597,0
5600,0
5603,0
5605,0
5606,0
5608,0
5609,0
5610,0
5611,0
5615,0
5616,0
5617,0
5618,0
5619,0
5620,0
5622,0
5625,0
5626,0
5627,0
5628,0
5633,0
5634,0
5635,0
5636,0
5639,0
5641,0
5642,0
5643,0
5649,0
5651,0
5653,0
5656,0
5660,0
5665,0
5666,0
5668,0
5672,0
5675,0
5676,0
5678,0
5684,0
5685,0
5686,0
5687,0
5690,0
5692,0
5693,0
5694,0
5695,0
5697,0
5699,0
5700,0
5702,0
5705,0
5707,0
5710,0
5711,0
5712,0
5713,0
5716,0
5717,0
5718,0
5719,0
5721,0
5723,0
5725,0
5728,0
5729,0
5733,0
5734,0
5735,0
5737,0
5738,0
5739,0
5743,0
5745,0
5746,0
5749,0
5756,0
5757,0
5758,0
5760,0
5762,0
5763,0
5764,0
5766,0
5769,0
5770,0
5772,0
5774,0
5778,0
5785,0
5787,0
5790,0
5792,0
5793,0
5794,0
5795,0
5796,0
5797,0
5799,0
5800,0
